x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1.74783,-0.90940,999.89857,-100.08999,-2.00068,surströmming,-0.63403,-0.78409,5474.14558,-89183.85177,True,False,37.34092
0.67127,0.19859,1000.14405,-99.90622,0.43691,silt med schnapps,0.07612,-0.14467,5475.42611,-89185.66983,True,False,-16.36429
1.18270,-0.00529,999.85985,-100.13121,-0.01164,surströmming,1.22344,0.44329,5474.68982,-89186.45009,True,False,9.06512
1.40731,-0.32714,999.37594,-100.51455,-0.71970,surströmming,-1.24986,-0.99184,5478.62861,-89183.85201,True,False,20.05326
0.81280,0.40515,999.49502,-100.41659,0.89132,surströmming,0.81625,-1.60234,5475.59609,-89185.48941,True,False,-9.61265
0.51150,0.41879,999.50032,-100.41693,0.92135,surströmming,0.97709,0.01438,5475.66345,-89185.47581,True,False,-24.67476
0.86795,0.20511,1000.03349,-99.98480,0.45124,surströmming,-0.93123,-0.86457,5474.90117,-89186.74881,True,False,-6.58559
0.38366,0.48370,1000.02327,-100.00256,1.06414,silt med onions,-1.24310,1.34668,5475.86910,-89185.04849,True,False,-30.80553
2.39543,-1.36167,999.96215,-100.03807,-2.99568,surströmming,-1.63207,0.47805,5473.88174,-89185.63615,True,False,69.75282
-0.03415,0.99775,999.68195,-100.26100,2.19506,silt med schnapps,0.54210,-0.09938,5475.60759,-89182.90803,True,False,-51.86665
0.88081,0.07420,999.37196,-100.51967,0.16324,surströmming,0.76420,0.11228,5473.86533,-89186.56320,True,False,-6.27356
-0.71827,1.95052,999.40844,-100.49225,4.29115,old-fashioned silt,1.50060,-1.38312,5474.10887,-89185.69061,True,False,-86.20927
2.17380,-1.00357,999.43568,-100.47026,-2.20785,surströmming,-1.31977,0.80359,5479.13671,-89187.19134,True,False,58.40794
1.67964,-0.44082,1000.10711,-99.92520,-0.96981,surströmming,-0.07093,-0.89222,5473.53091,-89186.15487,True,False,34.03552
0.45353,0.61315,999.64876,-100.29680,1.34892,surströmming,1.60945,-0.97949,5473.25301,-89186.28251,True,False,-27.49896
0.68408,0.31113,999.96483,-100.04511,0.68448,surströmming,-1.51249,2.96292,5473.99476,-89186.17988,True,False,-15.81366
2.15468,-0.79632,999.71360,-100.24008,-1.75189,surströmming,-0.43619,0.03917,5478.74104,-89185.32150,True,False,57.59063
2.87563,-1.87509,999.56067,-100.36852,-4.12519,surströmming,-0.31300,0.09090,5471.94840,-89185.89720,True,False,93.56169
1.46401,-0.35453,999.63305,-100.30564,-0.77997,surströmming,-0.82997,-0.47398,5478.37500,-89185.07595,True,False,23.01726
1.80532,-0.82569,999.66762,-100.28979,-1.81653,surströmming,2.42150,-1.79630,5474.41919,-89184.02271,True,False,40.09983
1.95180,-0.89110,1000.01195,-100.00309,-1.96043,surströmming,-0.13615,-0.00699,5472.77400,-89185.23130,True,False,47.59575
1.46383,-0.39916,999.45700,-100.44618,-0.87816,surströmming,-1.66910,2.25780,5474.82160,-89184.78780,True,False,22.91986
0.04771,0.87371,999.79150,-100.17734,1.92216,silt med schnapps,-3.32082,-1.39894,5480.74763,-89187.57956,True,False,-47.71885
-0.23566,1.10385,999.80677,-100.16282,2.42847,mexicansk silt,1.54054,0.94741,5475.52527,-89187.17270,True,False,-61.87962
2.20626,-1.08395,999.69135,-100.26322,-2.38468,surströmming,0.52646,0.10865,5473.62139,-89184.91816,True,False,60.15857
1.44627,-0.36499,999.91279,-100.09620,-0.80297,surströmming,-0.00776,-0.78059,5473.87602,-89185.45536,True,False,22.26977
0.76849,0.16334,999.56855,-100.36593,0.35935,surströmming,1.18998,-1.88249,5475.27650,-89186.00579,True,False,-11.79127
1.02098,-0.01568,999.56154,-100.36311,-0.03449,surströmming,0.27895,0.29204,5473.62081,-89184.76330,True,False,0.82990
0.62937,0.36652,999.58211,-100.35594,0.80635,surströmming,0.33543,1.39165,5476.25452,-89185.81956,True,False,-18.74035
-0.23686,1.49047,1000.01492,-100.00996,3.27904,mustard silt,-0.07872,-1.55495,5474.84708,-89186.45565,True,False,-61.83539
1.42085,-0.29248,999.42227,-100.47629,-0.64346,surströmming,0.28210,-0.83321,5472.88411,-89185.37374,True,False,20.75377
-1.00087,1.84039,999.77673,-100.19057,4.04885,mustard silt,-1.19289,-0.33992,5476.97503,-89186.19882,True,False,-100.15528
-0.28711,1.19091,999.66624,-100.28358,2.62000,silt med onions,0.40299,-0.42837,5473.47934,-89184.66942,True,False,-64.52224
1.71455,-0.72140,999.83527,-100.14649,-1.58709,surströmming,0.96852,1.07885,5480.03108,-89187.91107,True,False,35.64518
1.06144,-0.30437,999.91394,-100.07716,-0.66961,surströmming,0.95279,0.58367,5480.92661,-89186.17603,True,False,3.02915
-0.25912,1.26974,999.99111,-100.01914,2.79343,mustard silt,0.12362,0.35632,5479.35590,-89184.32995,True,False,-62.96056
2.21859,-1.26064,999.97033,-100.03604,-2.77341,surströmming,0.54590,-0.69187,5474.27959,-89185.92812,True,False,60.91478
1.17379,0.02137,999.38150,-100.50926,0.04701,surströmming,1.32467,-1.82531,5474.41127,-89184.33424,True,False,8.38011
2.93580,-1.76359,999.98890,-100.01270,-3.87990,surströmming,0.24489,-0.01557,5472.21615,-89185.37767,True,False,96.78428
-0.08073,1.09781,999.31834,-100.55815,2.41518,surströmming,-1.01930,-1.60866,5474.10005,-89184.68660,True,False,-54.37719
-0.15517,1.30172,999.38013,-100.50977,2.86378,surströmming,-0.92562,0.09857,5476.44540,-89189.41227,True,False,-58.06838
0.21815,0.74423,999.58827,-100.33917,1.63731,surströmming,1.86697,-0.90680,5472.29299,-89183.85810,True,False,-39.29849
1.51472,-0.61161,999.94952,-100.05089,-1.34554,surströmming,0.02487,0.89278,5480.29661,-89186.67377,True,False,25.71095
0.97912,-0.33436,999.35718,-100.52917,-0.73558,surströmming,1.00113,0.74292,5473.86621,-89186.63811,True,False,-1.36548
0.90011,0.28651,999.50441,-100.41579,0.63032,surströmming,0.23250,-0.08274,5473.53604,-89186.98826,True,False,-5.24220
1.26752,-0.20870,999.49563,-100.42786,-0.45915,surströmming,0.19674,-0.80002,5474.01691,-89188.54669,True,False,13.12405
-0.45648,1.57623,999.69494,-100.25378,3.46771,mustard silt,-0.41744,-0.38671,5474.97377,-89186.21090,True,False,-72.97631
2.15370,-0.95839,999.34716,-100.53507,-2.10847,surströmming,0.98269,-1.53529,5473.97180,-89186.26855,True,False,57.35861
1.85121,-0.65712,1000.02616,-99.99475,-1.44566,surströmming,0.48514,0.14699,5479.57924,-89187.78073,True,False,42.57340
0.10869,0.90155,999.89743,-100.09635,1.98341,mexicansk silt,0.76286,-0.28967,5475.26585,-89185.86108,True,False,-44.61661
2.07508,-1.08834,999.68944,-100.25806,-2.39436,surströmming,0.13648,-0.11231,5475.05703,-89185.46883,True,False,53.59876
-0.08485,1.20156,999.54084,-100.37369,2.64343,surströmming,2.14892,1.64914,5474.06222,-89184.31129,True,False,-54.47187
2.17913,-1.30413,999.71092,-100.24424,-2.86909,surströmming,2.78244,-1.92767,5476.08307,-89187.24373,True,False,58.81218
1.90198,-0.97214,999.36506,-100.52127,-2.13871,surströmming,-0.22751,1.66501,5476.37164,-89186.19918,True,False,44.78136
1.37844,-0.39777,999.81539,-100.16009,-0.87510,surströmming,0.67999,0.41175,5474.84334,-89187.38524,True,False,18.82980
1.45974,-0.58277,999.17785,-100.67205,-1.28210,surströmming,2.86064,-3.18846,5474.58142,-89184.57335,True,False,22.57598
0.49387,0.40265,999.90282,-100.08974,0.88582,surströmming,0.45541,2.27048,5474.63612,-89186.88391,True,False,-25.35511
0.66632,0.28333,999.50442,-100.41272,0.62332,surströmming,3.40263,1.15661,5474.25995,-89184.43278,True,False,-16.93176
2.25423,-1.08773,1000.08746,-99.93643,-2.39301,surströmming,0.94634,-0.02800,5476.29863,-89186.52124,True,False,62.75514
-0.17438,1.25934,999.71514,-100.24181,2.77055,mexicansk silt,-0.39419,0.04270,5472.94106,-89187.63932,True,False,-58.86131
0.04485,0.92801,1000.01579,-99.99684,2.04161,mustard silt,-0.19625,-0.25263,5473.00936,-89185.74849,True,False,-47.74955
-1.36515,2.23980,999.95414,-100.04824,4.92756,mustard silt,-0.27993,-0.05829,5477.10492,-89187.73795,True,False,-118.28036
0.27993,0.49394,999.71763,-100.23497,1.08666,surströmming,-0.60161,0.44297,5474.81350,-89185.69166,True,False,-36.14470
2.04139,-0.95251,999.99614,-100.01423,-2.09552,surströmming,0.15037,1.23902,5480.17952,-89185.24628,True,False,52.06778
0.94781,-0.23915,999.46781,-100.43851,-0.52612,surströmming,-0.20842,1.17585,5473.99098,-89186.74778,True,False,-2.87555
-0.11329,0.96854,999.66737,-100.27336,2.13078,surströmming,-2.61481,-2.42238,5473.37639,-89185.26711,True,False,-55.83063
1.08188,-0.16503,1000.00338,-100.00695,-0.36307,surströmming,0.02133,0.70007,5476.11825,-89186.86843,True,False,4.09569
-1.39757,2.38704,999.91641,-100.07979,5.25149,mustard silt,0.46440,0.48828,5475.61952,-89183.72533,True,False,-119.92049
1.25735,-0.38833,999.17287,-100.67174,-0.85432,surströmming,0.65451,2.62210,5474.66528,-89189.43897,True,False,12.45396
2.38015,-1.21435,999.51004,-100.41032,-2.67156,surströmming,1.07707,2.27458,5473.61784,-89184.51978,True,False,68.76229
1.70017,-0.92863,999.82148,-100.15559,-2.04300,surströmming,-1.08728,0.55310,5481.10129,-89185.82119,True,False,34.91920
1.36087,-0.31051,1000.17139,-99.87428,-0.68312,surströmming,0.81028,0.01187,5474.65741,-89187.11842,True,False,18.12907
1.44875,-0.66264,999.44753,-100.45771,-1.45781,surströmming,0.21159,-0.62210,5475.07583,-89183.21734,True,False,22.16112
1.05645,0.11010,999.58347,-100.35548,0.24223,surströmming,-0.33532,-0.37777,5471.90079,-89185.41573,True,False,2.61425
2.53636,-1.44381,999.73271,-100.22796,-3.17639,surströmming,-1.53642,-0.66360,5473.91533,-89186.62355,True,False,76.68419
1.18193,-0.13688,999.92209,-100.07483,-0.30113,surströmming,-2.73910,-2.94772,5475.05527,-89184.07648,True,False,9.05757
1.51412,-0.59469,1000.03897,-99.97918,-1.30831,surströmming,1.06131,1.12003,5472.55760,-89182.98057,True,False,25.72563
1.74108,-0.48730,999.30824,-100.56883,-1.07205,surströmming,-1.55229,0.69095,5475.10921,-89184.31711,True,False,36.70820
-0.53736,1.59921,999.57192,-100.36680,3.51827,old-fashioned silt,0.93867,-0.39363,5475.58237,-89186.26692,True,False,-77.08189
0.40521,0.55951,999.67066,-100.28458,1.23092,surströmming,1.91680,0.55251,5478.54428,-89190.41221,True,False,-29.90407
0.55061,0.32529,999.97280,-100.02843,0.71564,surströmming,-0.21696,1.09080,5475.55326,-89184.92677,True,False,-22.48301
1.56347,-0.73862,999.73229,-100.24218,-1.62497,surströmming,-1.50625,2.64028,5473.67462,-89185.64385,True,False,28.03955
1.71278,-0.57415,999.90183,-100.09381,-1.26314,surströmming,0.92808,-1.96250,5475.08925,-89186.53159,True,False,35.58998
1.30911,-0.29009,999.66247,-100.28634,-0.63821,surströmming,1.93369,-0.56837,5472.05202,-89185.58785,True,False,15.28680
-0.09367,1.26616,999.52838,-100.39065,2.78555,silt med schnapps,-0.08997,-0.46308,5473.54545,-89186.00869,True,False,-54.91929
1.14584,-0.38851,999.62786,-100.30933,-0.85473,surströmming,-0.09045,-1.72264,5472.23779,-89184.74155,True,False,7.10574
1.43232,-0.48551,999.83077,-100.14793,-1.06811,surströmming,0.68984,-0.11375,5475.19202,-89183.54610,True,False,21.53151
1.73425,-0.78904,999.67036,-100.28468,-1.73589,surströmming,2.94609,2.09639,5475.15162,-89185.04086,True,False,36.54757
-0.27681,1.22046,999.89325,-100.09166,2.68500,mustard silt,-0.65888,1.92627,5473.73756,-89184.53041,True,False,-63.89373
0.50617,0.41788,999.50262,-100.41548,0.91933,surströmming,-0.03917,0.95752,5478.50519,-89182.99172,True,False,-24.94001
0.27959,1.08621,999.52752,-100.39592,2.38967,surströmming,0.40584,-0.13602,5479.59967,-89185.39260,True,False,-36.25681
1.23913,-0.46477,999.96912,-100.03561,-1.02249,surströmming,1.52288,-0.69228,5473.43961,-89185.39300,True,False,11.94083
1.23569,-0.27397,1000.00004,-100.01855,-0.60273,surströmming,2.08933,0.74695,5475.29194,-89184.20805,True,False,11.78435
0.45754,0.37139,999.69654,-100.25615,0.81707,surströmming,-1.22383,0.67413,5472.25931,-89185.46442,True,False,-27.27483
0.58844,0.12049,999.65810,-100.28952,0.26507,surströmming,-0.58655,0.27641,5475.73151,-89185.82168,True,False,-20.74886
1.08899,-0.09717,999.66886,-100.27723,-0.21377,surströmming,0.10180,1.49277,5473.64954,-89185.61871,True,False,4.28385
0.35928,0.61093,999.43650,-100.48193,1.34405,surströmming,-2.46115,1.78953,5472.62797,-89185.96799,True,False,-32.31780
2.96198,-1.78197,999.72458,-100.23026,-3.92034,surströmming,0.40948,1.53411,5476.06886,-89183.94029,True,False,97.96119
-0.35258,1.19850,999.41305,-100.48617,2.63669,surströmming,1.58340,0.73030,5474.11437,-89188.39751,True,False,-67.92227
1.25567,-0.33413,999.67155,-100.27479,-0.73508,surströmming,-0.41091,-0.98443,5474.49999,-89183.62299,True,False,12.61947
-1.44120,2.44460,999.75063,-100.20858,5.37811,mustard silt,0.15021,0.39507,5474.12270,-89185.33544,True,False,-122.18451
0.98509,0.17018,999.62464,-100.31402,0.37439,surströmming,-0.60954,0.73921,5472.99034,-89184.40388,True,False,-0.93340
1.07278,-0.17128,999.52825,-100.38973,-0.37683,surströmming,0.18588,0.61223,5473.19006,-89186.93371,True,False,3.40323
1.32009,-0.48918,999.34431,-100.54074,-1.07619,surströmming,-0.87794,0.14696,5474.83398,-89184.74493,True,False,15.67646
2.63015,-1.32056,999.99117,-100.01132,-2.90524,surströmming,0.00441,0.50363,5472.72893,-89185.83657,True,False,81.50303
-0.25395,1.20974,999.18026,-100.66934,2.66144,surströmming,1.11294,1.71104,5474.25738,-89187.11480,True,False,-63.10762
0.42107,0.90573,1000.03706,-99.97689,1.99261,mustard silt,-1.05685,0.31628,5472.94461,-89187.43771,True,False,-28.92797
-0.49264,1.33641,999.39033,-100.49795,2.94010,surströmming,1.58775,0.48501,5475.12619,-89185.77031,True,False,-74.93705
0.66321,0.12963,999.86787,-100.11290,0.28519,surströmming,0.09292,-0.81718,5480.19489,-89184.88971,True,False,-16.90570
0.49219,0.57083,999.43182,-100.46785,1.25582,surströmming,1.27321,-0.05410,5472.33707,-89186.01020,True,False,-25.67474
1.79341,-0.80635,999.32799,-100.55156,-1.77398,surströmming,-1.82553,0.16024,5475.55203,-89185.34946,True,False,39.33444
0.93627,0.14564,999.61138,-100.33792,0.32042,surströmming,-0.36890,1.51745,5472.60486,-89185.38560,True,False,-3.38088
3.14227,-2.30987,1000.05856,-99.95832,-5.08172,surströmming,-0.77388,0.81905,5473.74436,-89186.01756,False,False,107.14287
-0.08361,0.97720,999.80807,-100.16183,2.14984,curry silt,0.03539,1.24917,5476.05144,-89186.18370,True,False,-54.27641
0.88046,0.24700,999.70744,-100.25069,0.54339,surströmming,0.12762,-1.47175,5475.58718,-89186.55911,True,False,-6.12304
0.49297,0.49018,999.88608,-100.10650,1.07840,surströmming,-1.45249,1.24923,5473.43211,-89184.86052,True,False,-25.40869
2.24029,-1.73183,999.57281,-100.35418,-3.81002,surströmming,0.03870,0.66344,5474.36511,-89185.12372,True,False,61.80073
1.02336,-0.06081,999.94040,-100.06605,-0.13378,surströmming,-0.03369,-1.10422,5476.47940,-89185.69805,True,False,1.13836
0.74358,0.09682,1000.07855,-99.94705,0.21300,surströmming,-0.56802,-1.17039,5476.39237,-89184.85446,True,False,-12.78160
-0.10677,0.94774,999.55064,-100.37918,2.08503,surströmming,-0.70377,0.58964,5474.68081,-89184.34952,True,False,-55.56331
-0.15540,1.37230,999.59437,-100.33727,3.01906,curry silt,-0.69276,-0.36553,5479.92542,-89185.30326,True,False,-57.97302
1.98834,-1.01460,999.88737,-100.09883,-2.23211,surströmming,-0.87820,1.11287,5474.21766,-89185.75126,True,False,49.36065
-0.28631,1.21791,999.46474,-100.44031,2.67940,surströmming,0.79777,0.29619,5473.65726,-89186.20629,True,False,-64.58296
0.40615,0.36024,999.50134,-100.40791,0.79253,surströmming,0.25642,0.94880,5473.29874,-89187.43260,True,False,-29.94164
0.84179,0.10747,999.51815,-100.41378,0.23644,surströmming,2.84497,0.63415,5473.25699,-89186.23180,True,False,-8.15124
1.73924,-0.92967,999.82075,-100.14794,-2.04526,surströmming,-1.07086,-1.37419,5474.68789,-89183.22215,True,False,36.87223
0.24678,0.60284,999.67201,-100.28784,1.32624,surströmming,2.27881,-2.94651,5473.56756,-89187.82688,True,False,-37.82523
0.32529,0.61162,999.62865,-100.31433,1.34556,surströmming,-0.02732,0.74022,5479.34010,-89186.30188,True,False,-33.92125
1.45578,-0.44525,999.93347,-100.06714,-0.97954,surströmming,-0.72960,-0.16138,5478.15877,-89186.63874,True,False,22.75582
0.88197,0.03093,999.27637,-100.59830,0.06805,surströmming,-0.88297,-0.97135,5472.53053,-89185.35529,True,False,-6.26346
2.26502,-1.17933,999.50379,-100.41521,-2.59453,surströmming,1.16868,0.92867,5473.64478,-89186.14007,True,False,63.00310
0.34766,0.53386,1000.43465,-99.67407,1.17449,mustard silt,1.28249,-0.37868,5474.58353,-89186.39686,False,False,-32.39985
0.46085,0.77542,999.66006,-100.28804,1.70592,surströmming,-0.52233,-0.17356,5473.46396,-89185.19414,True,False,-27.12737
1.18905,-0.44480,999.78784,-100.19167,-0.97857,surströmming,2.21482,2.27173,5476.19363,-89187.47482,True,False,9.34630
0.04414,1.02542,999.94876,-100.05278,2.25592,mustard silt,0.86596,0.40796,5473.80794,-89184.81265,True,False,-47.81854
-0.29918,1.01674,1000.32919,-99.75569,2.23683,mustard silt,-0.75802,-2.80243,5472.11800,-89186.40840,True,False,-64.79418
1.38932,-0.48293,999.58467,-100.34478,-1.06244,surströmming,0.24709,0.20282,5473.43940,-89185.23058,True,False,19.25820
0.16510,0.97387,999.44156,-100.46398,2.14252,surströmming,-1.13533,0.01712,5474.42066,-89186.67142,True,False,-42.02416
0.29095,0.57287,999.94510,-100.05483,1.26032,silt med schnapps,-0.21267,-0.25952,5477.89335,-89186.20066,True,False,-35.47978
1.79433,-0.89373,1000.07284,-99.95037,-1.96620,surströmming,0.39953,0.78708,5477.18625,-89185.97265,True,False,39.75291
0.07546,0.94580,999.50602,-100.40717,2.08077,surströmming,-0.86628,0.75021,5473.58123,-89189.06521,True,False,-46.47423
-0.13390,1.13453,999.85144,-100.14258,2.49597,old-fashioned silt,0.70131,-2.08135,5473.28776,-89186.49483,True,False,-56.76923
1.30037,-0.30569,999.86205,-100.11809,-0.67251,surströmming,-2.03359,-0.42507,5475.53369,-89183.01407,True,False,14.94959
1.14172,-0.07318,999.86201,-100.12089,-0.16101,surströmming,0.75625,0.40163,5474.57693,-89184.07714,True,False,7.01703
0.96853,0.14892,999.70337,-100.24861,0.32761,surströmming,-0.04639,-0.37878,5473.74505,-89185.38905,True,False,-1.72164
1.92154,-0.83794,999.70644,-100.25689,-1.84347,surströmming,1.36794,1.84969,5474.66639,-89184.56035,True,False,45.92998
1.38933,-0.18132,999.36649,-100.52019,-0.39890,surströmming,0.50991,-0.86346,5473.72056,-89185.61183,True,False,19.14976
1.49674,-0.25102,999.45115,-100.45121,-0.55224,surströmming,0.11543,0.80548,5473.64349,-89187.09172,True,False,24.56242
0.98915,0.00705,999.62391,-100.31885,0.01552,surströmming,-3.28013,-1.75692,5477.87724,-89188.88773,True,False,-0.73044
3.10181,-2.06468,999.61339,-100.32684,-4.54230,surströmming,-0.88411,-1.28554,5475.59195,-89186.50109,True,False,104.89702
1.79695,-0.80709,1000.11133,-99.91874,-1.77559,surströmming,0.18125,0.32462,5479.20517,-89186.81746,True,False,39.90331
0.96704,0.04444,1000.09544,-99.93181,0.09777,surströmming,-0.81817,-0.61736,5473.17325,-89186.16907,True,False,-1.60042
-1.03434,1.95750,999.47887,-100.43516,4.30650,mustard silt,-2.20818,-0.52887,5474.35705,-89183.75256,True,False,-101.97749
2.89700,-1.71057,999.69446,-100.26516,-3.76325,surströmming,0.10061,2.30476,5476.99581,-89182.50171,True,False,94.69705
-0.58977,1.53630,999.79309,-100.17861,3.37985,mustard silt,0.46083,0.88161,5478.77519,-89186.20408,True,False,-79.59171
0.66678,0.47079,999.38957,-100.50193,1.03573,surströmming,-0.97025,-0.47423,5473.49935,-89184.16167,True,False,-16.96612
2.29333,-1.30132,999.82797,-100.15562,-2.86290,surströmming,-1.62922,2.81656,5475.32504,-89186.72099,True,False,64.58045
1.16268,-0.03993,999.49128,-100.41382,-0.08784,surströmming,-0.95556,0.13676,5478.63024,-89188.49736,True,False,7.87963
1.59853,-0.64994,999.51930,-100.39656,-1.42986,surströmming,-0.55711,0.48307,5479.30336,-89185.57594,True,False,29.68609
2.25016,-1.12835,999.77483,-100.18413,-2.48238,surströmming,-0.65683,-1.53190,5473.27894,-89188.14399,True,False,62.39559
0.99469,-0.09495,999.23643,-100.62342,-0.20888,surströmming,-1.97293,-2.11705,5477.70918,-89187.54451,True,False,-0.64735
0.86917,0.12439,999.63068,-100.31722,0.27366,surströmming,0.64960,0.36905,5473.76051,-89185.62235,True,False,-6.72618
0.80101,0.03835,999.88037,-100.10359,0.08436,surströmming,-0.10311,0.50223,5477.73762,-89186.76944,True,False,-10.00932
1.95506,-0.99375,999.46303,-100.46072,-2.18626,surströmming,1.30098,-0.13934,5474.29651,-89186.16275,True,False,47.48429
0.37696,0.60778,999.88924,-100.10538,1.33711,surströmming,-0.65767,-0.53435,5472.10761,-89184.83480,True,False,-31.20739
0.09895,0.98656,1000.14257,-99.91123,2.17042,mustard silt,0.82953,-0.52728,5475.16442,-89184.63052,True,False,-44.98142
0.53570,0.52812,999.96689,-100.03612,1.16187,silt med schnapps,-0.51791,0.82613,5475.32947,-89186.34975,True,False,-23.23170
2.01783,-0.94400,999.97038,-100.03685,-2.07679,surströmming,1.51140,-3.21937,5474.44566,-89189.06905,True,False,50.87667
0.57689,0.46009,999.43799,-100.47398,1.01220,surströmming,-0.93820,1.52621,5475.18513,-89187.56704,True,False,-21.43664
1.20358,-0.23622,999.83037,-100.14388,-0.51968,surströmming,-0.73509,-0.36468,5478.28012,-89186.71595,True,False,10.09413
-0.02723,1.10600,999.53616,-100.38716,2.43320,surströmming,0.28344,-0.79214,5475.29373,-89186.39833,True,False,-51.59361
-0.53018,1.51505,999.35574,-100.52966,3.33311,surströmming,-1.08506,-0.75902,5475.20104,-89186.50947,True,False,-76.83119
-0.46610,1.25312,999.39991,-100.49624,2.75686,surströmming,-0.40294,1.00258,5474.52691,-89186.75851,True,False,-73.60516
1.82658,-0.95570,999.75464,-100.20549,-2.10255,surströmming,0.19898,1.36209,5478.98945,-89184.39484,True,False,41.20644
0.00088,1.09079,999.92681,-100.06840,2.39974,mustard silt,-0.63674,0.30392,5477.82356,-89185.83470,True,False,-49.99268
1.53735,-0.31691,1000.10635,-99.92288,-0.69721,surströmming,-0.92879,0.18244,5477.51593,-89184.84963,True,False,26.92086
-0.15252,1.15372,999.76433,-100.20087,2.53819,mexicansk silt,-1.15673,0.26499,5476.28894,-89185.50800,True,False,-57.74367
0.04399,0.86687,999.78463,-100.18061,1.90710,silt med schnapps,0.75034,-0.38140,5477.79492,-89184.62804,True,False,-47.90814
1.65481,-0.65387,999.38820,-100.50282,-1.43851,surströmming,-0.49962,-0.15604,5474.88378,-89185.89833,True,False,32.43471
-1.58087,2.48024,1000.09192,-99.93289,5.45654,mustard silt,1.10411,-0.23193,5473.73239,-89187.62586,True,False,-128.99759
1.61456,-0.61401,999.64207,-100.30545,-1.35083,surströmming,-0.52033,0.32366,5474.64230,-89185.04102,True,False,30.54886
-0.29359,1.32528,999.82760,-100.14858,2.91562,mustard silt,0.86458,0.38919,5476.90518,-89187.82417,True,False,-64.76575
1.08359,-0.07212,999.65220,-100.29097,-0.15867,surströmming,0.29098,0.53944,5477.08180,-89187.89516,True,False,4.00542
-0.18222,1.22290,999.60759,-100.32608,2.69038,silt med onions,1.43672,-0.51305,5479.97489,-89186.54960,True,False,-59.30720
0.93955,-0.16426,999.54221,-100.38280,-0.36137,surströmming,-0.60084,-0.27776,5473.20648,-89186.89587,True,False,-3.25127
1.09087,-0.10855,999.70694,-100.24578,-0.23882,surströmming,0.65246,0.77382,5474.11501,-89186.13463,True,False,4.39693
0.39838,0.69351,1000.01046,-100.00245,1.52573,mexicansk silt,1.69419,0.61013,5477.43373,-89186.71512,True,False,-30.07587
1.11605,-0.33088,999.84865,-100.13382,-0.72793,surströmming,-0.93325,0.86847,5478.48474,-89184.79549,True,False,5.72662
-0.51617,1.42815,999.46730,-100.44483,3.14193,silt med schnapps,-0.43014,0.26939,5472.91738,-89186.51724,True,False,-76.07464
1.71164,-0.49489,1000.03583,-99.98759,-1.08876,surströmming,2.60104,1.21535,5478.10129,-89188.34966,True,False,35.59983
0.29046,0.57410,999.83173,-100.15024,1.26301,surströmming,2.58639,0.59560,5477.20984,-89183.82252,True,False,-35.56134
1.64288,-0.54507,999.44961,-100.46178,-1.19915,surströmming,-1.99564,0.64798,5475.32341,-89185.17508,True,False,31.86878
1.50106,-0.72318,999.79158,-100.17248,-1.59100,surströmming,-0.26189,0.34868,5473.31909,-89185.48465,True,False,24.94896
-0.92721,2.01892,1000.01408,-99.99762,4.44163,mustard silt,0.07946,0.39584,5473.30920,-89185.49637,True,False,-96.35336
-0.14375,1.31380,999.70112,-100.25062,2.89036,mexicansk silt,-1.34362,-1.70695,5475.27027,-89182.88270,True,False,-57.33674
0.79228,0.39671,1000.16848,-99.87667,0.87276,curry silt,-0.63617,0.30125,5474.91329,-89187.34342,True,False,-10.30161
2.50936,-1.28010,999.92261,-100.06958,-2.81623,surströmming,-0.68990,-0.22547,5475.14999,-89186.85783,True,False,75.42949
0.34747,0.90494,999.26069,-100.60418,1.99087,surströmming,-0.93906,1.56163,5475.55798,-89184.99720,True,False,-32.99639
1.54853,-0.47226,999.62350,-100.30907,-1.03898,surströmming,3.37063,-0.96287,5473.88864,-89186.67741,True,False,27.23836
1.05371,-0.24184,1000.09462,-99.93381,-0.53205,surströmming,0.59872,0.34161,5477.64911,-89186.15845,True,False,2.73290
0.07318,1.03499,999.71968,-100.23759,2.27697,silt med onions,1.62169,-0.91458,5474.76230,-89187.41435,True,False,-46.48101
1.33369,-0.28508,999.71909,-100.23139,-0.62717,surströmming,0.55513,-0.14086,5474.92639,-89184.97481,True,False,16.54402
2.15056,-1.20624,999.51076,-100.39971,-2.65373,surströmming,-0.37481,1.78159,5473.19192,-89186.34063,True,False,57.28349
0.52597,0.44156,999.63254,-100.31123,0.97143,surströmming,-0.38217,0.44489,5472.67068,-89185.36537,True,False,-23.88539
0.24251,0.81557,999.63900,-100.31125,1.79426,surströmming,-0.66362,0.25550,5472.25458,-89184.96663,True,False,-38.05499
-0.22735,1.37431,1000.11905,-99.91009,3.02347,mustard silt,-0.08217,-0.20961,5477.53952,-89186.62712,True,False,-61.30804
-0.00715,1.05208,1000.10174,-99.93073,2.31458,mustard silt,-0.10175,-1.15719,5473.95677,-89185.73535,True,False,-50.30661
1.61251,-0.35430,1000.16822,-99.87959,-0.77945,surströmming,0.12869,-0.12706,5473.38500,-89187.47983,True,False,30.70946
0.15825,0.66998,1000.35257,-99.73705,1.47395,mustard silt,-0.09038,-0.41472,5473.76997,-89186.93042,True,False,-41.91135
2.05366,-1.02027,999.92569,-100.06421,-2.24458,surströmming,0.89310,0.25730,5472.56032,-89187.00014,True,False,52.64566
